severity,blur,glare,angle,low_light,jpeg
0.0,0.8989214840379638,0.8989214840379638,0.8989214840379638,0.8989214840379638,0.8989214840379638
0.2,0.8819072955613076,0.8946182053494391,0.8975769341386253,0.922006519029815,0.8921484037963762
0.4,0.8780749688428722,0.8915264595916019,0.8960154826958106,0.9221131722749497,0.8951251078515962
0.6,0.876436822931646,0.8857000766944684,0.8742150800498514,0.9160962515578563,0.8999568593615186
0.8,0.8678254721503211,0.8549072476272649,0.8587911034416643,0.8982372255776052,0.9066436583261432
1.0,0.8547814207650273,0.8165156744319816,0.8418440226248681,0.8632082254817371,0.9109577221742882
