head_noise,crossing_rate,ci_lo,ci_hi,violates
0.0,0.0005,0.00021358527533545964,0.001170043189953315,False
0.06,0.0009,0.00047357165665044376,0.0017097495986561175,False
0.12,0.0003,0.00010203035287762114,0.0008817517174022601,False
0.25,0.0001,1.765221952685649e-05,0.0005662834557441313,False
0.4,0.0001,1.765221952685649e-05,0.0005662834557441313,False
0.6,0.0,0.0,0.00038401247776654115,False
0.8,0.0,0.0,0.00038401247776654115,False
1.0,0.0,0.0,0.00038401247776654115,False
