severity,blur,glare,angle,low_light,jpeg
0.0,0.4811262376237624,0.4811262376237624,0.4811262376237624,0.4811262376237624,0.4811262376237624
0.2,0.5289681311881188,0.4748220915841584,0.5299156868811881,0.47665918935643564,0.5235148514851485
0.4,0.5134204826732673,0.46931079826732675,0.527053681930693,0.4944306930693069,0.5188737623762376
0.6,0.4952235457920792,0.4560450185643564,0.5118927908415841,0.49532023514851486,0.5148514851485149
0.8,0.46136293316831684,0.4545946782178218,0.5120474938118812,0.49640315594059403,0.5136138613861386
1.0,0.4472076113861386,0.5156830136138614,0.5101910581683168,0.49550394492574257,0.5244430693069307
